Id,Genus,Subgenus,Specific epithet ,Location of measured specimen,Country,New record ,State ,Municipality,Day ,Month,Year,Location ,Sampling point,ITD,ITD average,Sex,Collector,Collection ID
508,Euglossa,Euglossa,fimbriata,MPEG,Brasil,yes,Pará,Parauapebas,24,viii,1984,Serra Norte,NA,3.3,NA,Male,M.F. Torres,MPEG-HYM11005574
509,Euglossa,Euglossa,fimbriata,MPEG,Brasil,yes,Pará,Parauapebas,24,viii,1984,Serra Norte,NA,3.4,NA,Male,Marcio Zanuto,MPEG-HYM11005478
510,Euglossa,Euglossa,fimbriata,MPEG,Brasil,yes,Pará,Parauapebas,22,viii,1984,Serra Norte,NA,3.4,NA,Male,Marcio Zanuto,MPEG-HYM11005185
511,Euglossa,Euglossa,fimbriata,MPEG,Brasil,yes,Pará,Parauapebas,25,viii,1984,Serra Norte,NA,3.3,NA,Male,Marcio Zanuto,MPEG-HYM11005573
512,Euglossa,Euglossa,gaianii,MPEG,Brasil,no,Pará,Parauapebas,20,x,1984,Serra Norte,Caldeirão,3.4,3.4,Male,Marcio Zanuto,MPEG-HYM1002735
513,Euglossa,Euglossa,gaianii,MPEG,Brasil,no,Pará,Parauapebas,20,viii,1984,Serra Norte,estrafa fofoca,3.3,NA,Male,Marcio Zanuto,MPEG-HYM11005010
514,Euglossa,Euglossa,gaianii,MPEG,Brasil,no,Pará,Parauapebas,19,ix,1985,Serra Norte,fofoca,3.5,NA,Male,M.F. Torres,MPEG-HYM11002736
515,Euglossa,Euglossa,gaianii,MPEG,Brasil,no,Pará,Belém,26,xii,2009,MPEG,NA,3.5,NA,Male,S.S. Silva,NA
516,Euglossa,Euglossa,gaianii,MPEG,Brasil,no,Pará,Oriximiná,24,v,2006,Monte Teófilo,NA,3.3,NA,Male,"Antonini, Y.",NA
517,Euglossa,Euglossa,hemichlora,MPEG,Brasil,yes,Pará,Ipixuna,11,vii,2011,NA,NA,3.6,3.4,Male,M. Taniguchi,MPEG03009969
518,Euglossa,Euglossa,hemichlora,MPEG,Brasil,yes,Pará,Ipixuna,11,vii,2011,NA,NA,3.5,NA,Male,M. Taniguchi,MPEG03009968
519,Euglossa,Euglossa,hemichlora,UFMG,Brasil,yes,Pará,Canaã dos Carajás,28,iv,2010,NA,NA,3.4,NA,Male,R.B.Martines,UFMG IHY 1314866
520,Euglossa,Euglossa,hemichlora,UFMG,Brasil,yes,Pará,Canaã dos Carajás,9,ix,2010,NA,NA,3.3,NA,Male,R.M.Carmo,UFMG IHY 1307203
521,Euglossa,Euglossa,hemichlora,UFMG,Brasil,yes,Minas Gerais,Nova Lima,29,viii,2011,NA,NA,3.4,NA,Male,R.M.Carmo,UFMG IHY 1413943
522,Euglossa,Euglossa,heterosticta,UFMG,Brasil,yes,Pará,Oriximiná,30,iv,2012,comunidade casinha,NA,3.2,3.2,Male,R.B. Martines,UFMG-IHY 1216247
523,Euglossa,Euglossa,heterosticta,UFMG,Brasil,yes,Pará,Oriximiná,30,iv,2012,comunidade casinha,NA,3.1,NA,Male,R.B. Martines,UFMG-IHY 1216246
524,Euglossa,Euglossa,heterosticta,UFMG,Brasil,yes,Pará,Oriximiná,1,v,2012,comunidade casinha,NA,3.3,NA,Male,R.B. Martines,UFMG-IHY 1216281
525,Euglossa,Euglossa,heterosticta,UFMG,Brasil,yes,Pará,Marabá,31,v,2011,NA,NA,3.1,NA,Male,H.Costa & A. Nascimento,67328
526,Euglossa,Euglossa,heterosticta,UFMG,Brasil,yes,Pará,Marabá,2,vi,2011,NA,NA,3.4,NA,Male,H.Costa & A. Nascimento,67482
527,Euglossa,Euglossa,iopyrrha,MPEG,Brasil,no,Pará,Parauapebas,20,x,1984,Serra Norte,Caldeirão,3.5,3.7,Male,Marcio Zanuto,MPEG-HYM11002712
528,Euglossa,Euglossa,iopyrrha,MPEG,Brasil,no,Pará,Parauapebas,20,x,1984,Serra Norte,Caldeirão,3.5,NA,Male,Marcio Zanuto,MPEG-HYM11002709
529,Euglossa,Euglossa,iopyrrha,MPEG,Brasil,yes,Amapá,Amapari,10,xi,1973,Tucano-2,NA,3.8,NA,Male,F.F. Ramos,MPEG-HYM11132716
530,Euglossa,Euglossa,iopyrrha,UFMG,Brasil,no,Pará,Oriximiná,12,xii,2006,NA,NA,3.9,NA,Male,R.M.Carmo,11769-34794
531,Euglossa,Euglossa,iopyrrha,UFMG,Brasil,no,Pará,Marabá,10,ii,2011,NA,NA,3.7,NA,Male,G.A.Rosa,23017-67015
532,Euglossa,Euglossa,leucotricha,UFMG,Brasil,no,Minas Gerais,Catas altas,21,vii,1999,NA,NA,3.6,3.5,Male,A.G.Damasceno,UFMGIHY11254
533,Euglossa,Euglossa,leucotricha,UFMG,Brasil,no,Minas Gerais,Catas altas,21,vii,1999,NA,NA,3.4,NA,Male,A.G.Damasceno,UFMGIHY11255
534,Euglossa,Euglossa,leucotricha,UFMG,Brasil,no,Minas Gerais,Nova Lima,14,xi,2004,NA,NA,3.4,NA,Male,NA,UFMG IHY 33815
535,Euglossa,Euglossa,leucotricha,UFMG,Brasil,no,Minas Gerais,Nova Lima,14,xi,2004,NA,NA,3.5,NA,Male,NA,UFMG IHY 33816
536,Euglossa,Euglossa,leucotricha,UFMG,Brasil,no,Minas Gerais,Nova Lima,25,viii,2011,NA,NA,3.6,NA,Male,NA,UFMG IHY 1413511
537,Euglossa,Euglossa,liopoda,MPEG,Brasil,no,Pará,Monte Dourado,12,v,2005,NA,NA,3.6,3.3,Male,NA,MPEG03012859
538,Euglossa,Euglossa,liopoda,MPEG,Brasil,no,Pará,Ipixuna,10,vii,2011,NA,NA,3.6,NA,Male,M. Taniguchi,MPEG03010000
539,Euglossa,Euglossa,liopoda,MPEG,Brasil,no,Pará,Parauapebas,21,viii,1984,Serra Norte,fofoca,3.1,NA,Male,M.F. Torres,MPEG-HYM11005570
540,Euglossa,Euglossa,liopoda,MPEG,Brasil,no,Pará,Parauapebas,23,viii,1984,Serra Norte,fofoca,3,NA,Male,Marcio Zanuto,MPEG-HYM11005564
541,Euglossa,Euglossa,liopoda,MPEG,Brasil,no,Pará,Curionópolis,18,iii,2015,Serra Leste,NA,3.3,NA,Male,E.N.L.Siqueira,MPEG03031841
542,Euglossa,Euglossa,magnipes,UFMG,Brasil,no,Pará,Parauapebas,2,ii,2010,Serra Norte,NA,3.2,3.3,Male,M.O. Vespúcio,UFMG-IHY 1304284
543,Euglossa,Euglossa,magnipes,UFMG,Brasil,no,Pará,Parauapebas,2,ii,2010,Serra Norte,NA,3.4,NA,Male,R.C.C. Arantes,UFMG-IHY 1304026
544,Euglossa,Euglossa,magnipes,UFMG,Brasil,no,Pará,Canaã dos Carajás,31,i,2010,NA,NA,3.2,NA,Male,R.C.C. Arantes,UFMG-IHY 1303899
545,Euglossa,Euglossa,magnipes,UFMG,Brasil,no,Pará,Canaã dos Carajás,30,i,2010,NA,NA,3.3,NA,Male,R.C.C. Arantes,UFMG-IHY 1303895
546,Euglossa,Euglossa,magnipes,UFMG,Brasil,no,Pará,Marabá,1,iv,2010,NA,NA,3.2,NA,Male,A. Sousa & M. Sousa,58923
547,Euglossa,Euglossa,melanotricha,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,12,x,1995,NA,NA,3.7,3.6,Male,F.A.Silveira,UFMGIHY92
548,Euglossa,Euglossa,melanotricha,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,12,x,1995,NA,NA,3.6,NA,Male,F.A.Silveira,UFMGIHY93
549,Euglossa,Euglossa,melanotricha,UFMG,Brasil,no,Minas Gerais,Nova Lima,3,v,2011,NA,NA,3.7,NA,Male,NA,UFMG IHY 1413477
550,Euglossa,Euglossa,melanotricha,UFMG,Brasil,no,Minas Gerais,Nova Lima,3,v,2011,NA,NA,3.4,NA,Male,NA,UFMG IHY 1413478
551,Euglossa,Euglossa,melanotricha,UFMG,Brasil,no,Minas Gerais,Nova Lima,3,v,2011,NA,NA,3.6,NA,Male,NA,UFMG IHY 1413480
552,Euglossa,Euglossa,mixta,UFMG,Brasil,no,Pará,Canaã dos Carajás,9,ix,2010,NA,NA,3.7,3.5,Male,R.B. Martines,UFMG IHY 1306989
553,Euglossa,Euglossa,mixta,UFMG,Brasil,no,Pará,Canaã dos Carajás,9,ix,2010,NA,NA,3.5,NA,Male,R.B. Martines,UFMG IHY 1306988
554,Euglossa,Euglossa,mixta,UFMG,Brasil,no,Pará,Canaã dos Carajás,9,ix,2010,NA,NA,3.1,NA,Male,R.C.C. Arantes,UFMG IHY 1306748
555,Euglossa,Euglossa,mixta,UFMG,Brasil,no,Pará,Parauapebas,2,ii,2010,Serra Norte,NA,3.5,NA,Male,F.A. Silveira,UFMG IHY 1304395
556,Euglossa,Euglossa,mixta,UFMG,Brasil,no,Pará,Parauapebas,3,ii,2011,Serra Norte,NA,3.6,NA,Male,R.B. Martines,UFMG IHY 1303734
557,Euglossa,Euglossa,modestior,MPEG,Brasil,no,Pará,Parauapebas,15,viii,1984,Serra Norte,pojuca,3.3,3.3,Male,Marcio Zanuto,MPEG-HYM11004983
558,Euglossa,Euglossa,modestior,MPEG,Brasil,no,Pará,Parauapebas,15,viii,1984,Serra Norte,pojuca,3.5,NA,Male,Marcio Zanuto,MPEG-HYM11004968
559,Euglossa,Euglossa,modestior,MPEG,Brasil,no,Pará,Parauapebas,24,viii,1984,Serra Norte,Estrada Fofoca,3.2,NA,Male,M.F.Torres,MPEG-HYM11005234
560,Euglossa,Euglossa,modestior,MPEG,Brasil,no,Pará,Parauapebas,23,viii,1984,Serra Norte,pojuca,3.2,NA,Male,W. França,MPEG-HYM11005572
561,Euglossa,Euglossa,modestior,MPEG,Brasil,no,Pará,Parauapebas,20,viii,1984,Serra Norte,Estrada Fofoca,3.3,NA,Male,Marcio Zanuto,MPEG-HYM11005569
562,Euglossa,Euglossa,mourei,MPEG,Brasil,yes,Pará,Parauapebas,21,x,1984,Serra Norte,Serraria,3.4,3.3,Male,NA,MPEG-HYM11002740
563,Euglossa,Euglossa,mourei,MPEG,Brasil,yes,Pará,Parauapebas,20,viii,1984,Serra Norte,fofoca,3.3,NA,Male,W. França,MPEG-HYM11005418
564,Euglossa,Euglossa,mourei,MPEG,Brasil,yes,Pará,Parauapebas,20,viii,1984,Serra Norte,Estrada Fofoca,3.3,NA,Male,Marcio Zanuto,MPEG-HYM11005559
565,Euglossa,Euglossa,mourei,MPEG,Brasil,yes,Rondônia,Ouro Preto do Oeste,13,xi,1984,NA,NA,3.4,NA,Male,NA,MPEG-HYM11133320
566,Euglossa,Euglossa,mourei,MPEG,Brasil,yes,Pará,Oriximiná,22,v,2006,NA,NA,3.3,NA,Male,"Lanza, R.A.",NA
567,Euglossa,Euglossa,pleosticta,MPEG,Brasil,yes,Pará,Curionópolis,21,iii,2015,Serra Leste,NA,3.3,3.3,Male,E.N.L.Siqueira,MPEG03031886
568,Euglossa,Euglossa,pleosticta,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,11,ix,1997,NA,NA,3.1,NA,Male,A. Nemésio,4265
569,Euglossa,Euglossa,pleosticta,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,25,viii,1997,NA,NA,3.3,NA,Male,A. Nemésio,4137
570,Euglossa,Euglossa,pleosticta,UFMG,Brasil,yes,Pará,Marabá,5,viii,2010,NA,NA,3.4,NA,Male,D.M Barros,66087
571,Euglossa,Euglossa,pleosticta,UFMG,Brasil,yes,Pará,Marabá,6,viii,2010,NA,NA,3.3,NA,Male,D.M Barros,66179
572,Euglossa,Euglossa,securigera,MPEG,Brasil,yes,Pará,Curionópolis,5,ix,2014,Serra Leste,NA,3.4,3.4,Male,B.D.G.Fontanela,MPEG03031839
573,Euglossa,Euglossa,securigera,MPEG,Brasil,yes,Pará,Curionópolis,5,ix,2014,Serra Leste,NA,3.3,NA,Male,B.D.G.Fontanela,MPEG03031840
574,Euglossa,Euglossa,securigera,MPEG,Brasil,yes,Pará,Curionópolis,10,ix,2014,Serra Leste,NA,3.3,NA,Male,B.D.G.Fontanela,MPEG03031838
575,Euglossa,Euglossa,securigera,UFMG,Brasil,yes,Pará,Canaã dos Carajás,27,iv,2010,NA,NA,3,NA,Male,R.C. Arantes,UFMG-IHY 1314161
576,Euglossa,Euglossa,securigera,UFMG,Brasil,yes,Pará,Canaã dos Carajás,27,iv,2010,NA,NA,3.6,NA,Male,R.C. Arantes,UFMG-IHY 1314166
577,Euglossa,Euglossa,securigera,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,20,xii,1997,NA,NA,3.4,NA,Male,A. Nemésio,5551
578,Euglossa,Euglossa,securigera,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,20,xii,1997,NA,NA,3.5,NA,Male,A. Nemésio,5545
579,Euglossa,Euglossa,townsendi,MPEG,Brasil,no,Pará,Curionópolis,23,iii,2015,Serra Leste,NA,3.1,3.1,Male,E.N.L. Siqueira,MPEG03031882
580,Euglossa,Euglossa,townsendi,MPEG,Brasil,no,Pará,Curionópolis,18,iii,2015,Serra Leste,NA,3.3,NA,Male,E.N.L. Siqueira,MPEG03031883
581,Euglossa,Euglossa,townsendi,MPEG,Brasil,no,Pará,Curionópolis,16,iii,2015,Serra Leste,NA,3.1,NA,Male,E.N.L. Siqueira,MPEG03031884
582,Euglossa,Euglossa,townsendi,MPEG,Brasil,no,Pará,Curionópolis,16,iii,2015,Serra Leste,NA,3,NA,Male,E.N.L. Siqueira,MPEG03031885
583,Euglossa,Euglossa,townsendi,UFMG,Brasil,no,Pará,Canaã dos Carajás,11,ii,2016,NA,NA,3.2,NA,Male,A.Cordeiro,UFMG IHY 1500627
584,Euglossa,Euglossa,truncata,UFMG,Brasil,no,Minas Gerais,Itamarandiba,12,i,1998,NA,NA,3.7,3.7,Male,F.A.Silveira,UFMGIHY6178
585,Euglossa,Euglossa,truncata,UFMG,Brasil,no,Minas Gerais,Itamarandiba,13,i,1998,NA,NA,3.5,NA,Male,F.A.Silveira,UFMGIHY6204
586,Euglossa,Euglossa,truncata,UFMG,Brasil,no,Minas Gerais,Nova Lima,17,viii,2017,NA,NA,3.8,NA,Male,NA,UFMG IHY 1706366
587,Euglossa,Euglossa,truncata,UFMG,Brasil,no,Minas Gerais,Nova Lima,17,viii,2017,NA,NA,3.8,NA,Male,NA,UFMG IHY 1706367
588,Euglossa,Euglossa,truncata,UFMG,Brasil,no,Minas Gerais,Nova Lima,21,viii,2017,NA,NA,3.6,NA,Male,NA,UFMG IHY 1706368
589,Euglossa,Euglossa,variabilis,UFMG,Brasil,no,Pará,Canaã dos Carajás,8,ix,2010,NA,NA,3.8,3.5,Male,R.B. Martines,UFMG-IHY 1306886
590,Euglossa,Euglossa,variabilis,UFMG,Brasil,no,Pará,Canaã dos Carajás,7,vi,2010,NA,NA,3.8,NA,Male,R.M. Carmo,UFMG-IHY 1315605
591,Euglossa,Euglossa,variabilis,UFMG,Brasil,no,Pará,Canaã dos Carajás,26,iv,2010,NA,NA,3.8,NA,Male,R.M. Carmo,UFMG-IHY 1314971
592,Euglossa,Euglossa,variabilis,UFMG,Brasil,no,Pará,Canaã dos Carajás,28,iv,2010,NA,NA,3.2,NA,Male,R.B. Martines,UFMG-IHY 1314876
593,Euglossa,Euglossa,variabilis,UFMG,Brasil,no,Pará,Canaã dos Carajás,8,ix,2010,NA,NA,3,NA,Male,R.B. Martines,UFMG-IHY 1306938
594,Euglossa,Euglossella,decorata,MPEG,Brasil,no,Pará,Belém,6,ii,1978,Mocambo,NA,3.4,3.3,Male,C. Moreira,MPEG-HYM11132823
595,Euglossa,Euglossella,decorata,MPEG,Brasil,no,Pará,Belém,30,i,1979,Utinga,NA,3.3,NA,Male,F.F. Ramos,MPEG-HYM11132817
596,Euglossa,Euglossella,decorata,MPEG,Brasil,no,Pará,Belém,10,vii,1983,MPEG,NA,3.2,NA,Male,I.S. Gorayeb,MPEG-HYM11132821
597,Euglossa,Euglossella,decorata,MPEG,Brasil,no,Pará,Parauapebas,6,ix,1985,Serra Norte,Manganês,3.3,NA,Female,F.F. Ramos,MPEG-HYM11002729
598,Euglossa,Euglossella,decorata,MPEG,Brasil,no,Pará,Parauapebas,22,x,1984,Serra Norte,Manganês,3.3,NA,Female,T. Pimentel,MPEG-HYM11002757
599,Euglossa,Glossura,allosticta,MPEG,Brasil,yes,Pará,Curionópolis,2,ix,2014,Serra Leste,NA,3.3,3.4,Male,B.D.G. Fontanela,MPEG03031859
600,Euglossa,Glossura,allosticta,MPEG,Brasil,yes,Pará,Curionópolis,2,ix,2014,Serra Leste,NA,3.5,NA,Male,B.D.G. Fontanela,MPEG03031860
601,Euglossa,Glossura,allosticta,MPEG,Brasil,yes,Pará,Curionópolis,3,ix,2014,Serra Leste,NA,3.4,NA,Male,B.D.G. Fontanela,MPEG03031861
602,Euglossa,Glossura,allosticta,MPEG,Brasil,yes,Pará,Curionópolis,3,ix,2014,Serra Leste,NA,3.2,NA,Male,B.D.G. Fontanela,MPEG03031862
603,Euglossa,Glossura,allosticta,MPEG,Brasil,yes,Pará,Curionópolis,5,ix,2014,Serra Leste,NA,3.5,NA,Male,B.D.G. Fontanela,MPEG03031863
604,Euglossa,Glossura,annectans,UFMG,Brasil,no,Minas Gerais,Nova Lima,20,ii,1999,NA,NA,3.7,3.7,Male,NA,UFMG IHY 12520
605,Euglossa,Glossura,annectans,UFMG,Brasil,no,Minas Gerais,Brumadinho,18,i,2000,NA,NA,3.7,NA,Male,NA,UFMG IHY 16660
606,Euglossa,Glossura,annectans,UFMG,Brasil,no,Minas Gerais,Nova Lima,14,xi,2004,NA,NA,3.7,NA,Male,NA,UFMG IHY 33817
607,Euglossa,Glossura,bazinga,MPEG,Brasil,no,Pará,Curionópolis,3,ix,2014,Serra Leste,NA,3.5,3.5,Male,B.D.G. Fontanela,MPEG03031832
608,Euglossa,Glossura,bazinga,MPEG,Brasil,no,Pará,Curionópolis,3,ix,2014,Serra Leste,NA,3.4,NA,Male,B.D.G. Fontanela,MPEG03031831
609,Euglossa,Glossura,bazinga,MPEG,Brasil,no,Pará,Curionópolis,7,ix,2014,Serra Leste,NA,3.5,NA,Male,B.D.G. Fontanela,MPEG03031830
610,Euglossa,Glossura,bazinga,UFMG,Brasil,no,Mato Grosso,Pontes e Lacerda,9,i,2015,NA,NA,3.5,NA,Male,R.B.Martines,UFMG IHY 1500221
611,Euglossa,Glossura,chalybeata,MPEG,Brasil,no,Pará,Parauapebas,21,x,1984,Serra Norte,Serraria,3.5,3.6,Male,NA,MPEG-HYM11002763
612,Euglossa,Glossura,chalybeata,MPEG,Brasil,no,Pará,Parauapebas,20,x,1984,Serra Norte,Caldeirão,3.7,NA,Male,Marcio Zanuto,MPEG-HYM11002770
613,Euglossa,Glossura,chalybeata,MPEG,Brasil,no,Pará,Parauapebas,22,x,1984,Serra Norte,Manganês,3.7,NA,Male,R.B. Neto,MPEG-HYM11002785
614,Euglossa,Glossura,chalybeata,MPEG,Brasil,no,Pará,Parauapebas,20,x,1984,Serra Norte,Manganês,3.6,NA,Male,Marcio Zanuto,MPEG-HYM11002769
615,Euglossa,Glossura,chalybeata,MPEG,Brasil,no,Pará,Belém,15,iii,1977,NA,NA,3.7,NA,Male,P. Waldir,MPEG-HYM11132878
616,Euglossa,Glossura,ignita,MPEG,Brasil,no,Pará,Parauapebas,20,viii,1984,Serra Norte,Estrada Fofoca,3.6,3.6,Male,Marcio Zanuto,MPEG-HYM11004848
617,Euglossa,Glossura,ignita,MPEG,Brasil,no,Pará,Parauapebas,20,viii,1984,Serra Norte,Estrada Fofoca,3.6,NA,Male,Marcio Zanuto,MPEG-HYM110048436
618,Euglossa,Glossura,ignita,MPEG,Brasil,no,Pará,Parauapebas,20,viii,1984,Serra Norte,Estrada Fofoca,3.5,NA,Male,Marcio Zanuto,MPEG-HYM11004847
619,Euglossa,Glossura,ignita,MPEG,Brasil,no,Pará,Parauapebas,23,viii,1984,Serra Norte,Estrada Fofoca,3.6,NA,Male,Marcio Zanuto,MPEG-HYM110048442
620,Euglossa,Glossura,ignita,MPEG,Brasil,no,Pará,Belém,9,vii,2004,MPEG,NA,3.5,NA,Male,R.J. Moraes Jr.,MPEG-HYM11133120
621,Euglossa,Glossura,imperialis,MPEG,Brasil,no,Pará,Curionópolis,24,iii,2015,Serra Leste,NA,3.8,3.8,Male,E.N.L. Siqueira,MPEG03031835
622,Euglossa,Glossura,imperialis,MPEG,Brasil,no,Pará,Curionópolis,24,iii,2015,Serra Leste,NA,3.7,NA,Male,E.N.L. Siqueira,MPEG03031836
623,Euglossa,Glossura,imperialis,UFMG,Brasil,no,Pará,Canaã dos Carajás,1,iii,2012,NA,NA,3.9,NA,Male,R.B.Martines,UFMG IHY 1311542
624,Euglossa,Glossura,imperialis,UFMG,Brasil,no,Pará,Canaã dos Carajás,1,iii,2012,NA,NA,4,NA,Male,R.B.Martines,UFMG IHY 1311569
625,Euglossa,Glossura,imperialis,UFMG,Brasil,no,Pará,Canaã dos Carajás,1,iii,2012,NA,NA,3.3,NA,Male,R.B.Martines,UFMG IHY 1311554
626,Euglossa,Glossura,occidentalis,MPEG,Brasil,yes,Pará,Curionópolis,3,ix,2014,Serra Leste,NA,3.8,3.7,Male,B.D.G.Fontanela,MPEG03031833
627,Euglossa,Glossura,occidentalis,MPEG,Brasil,yes,Pará,Curionópolis,7,ix,2014,Serra Leste,NA,3.8,NA,Male,B.D.G.Fontanela,MPEG03031834
628,Euglossa,Glossura,occidentalis,UFMG,Brasil,yes,Pará,Marabá,31,v,2011,NA,NA,3.7,NA,Male,H. Costa & A. Nascimento,67295
629,Euglossa,Glossura,occidentalis,UFMG,Brasil,yes,Pará,Marabá,31,v,2011,NA,NA,3.7,NA,Male,H. Costa & A. Nascimento,67299
630,Euglossa,Glossura,occidentalis,UFMG,Brasil,yes,Pará,Canaã dos Carajás,12,ii,2015,NA,NA,3.7,NA,Male,R.B. Martines & A. Cordeiro,UFMG-IHY 1500711
631,Euglossa,Glossura,orellana,MPEG,Brasil,no,Pará,Parauapebas,25,viii,1984,Serra Norte,Estrada Manganês,3.9,3.7,Male,Marcio Zanuto,MPEG-HYM11004844
632,Euglossa,Glossura,orellana,MPEG,Brasil,no,Pará,Parauapebas,26,viii,1985,Serra Norte,Estrada Manganês,3.7,NA,Male,Marcio Zanuto,MPEG-HYM11004843
633,Euglossa,Glossura,orellana,MPEG,Brasil,no,Pará,Belém,14,iii,1977,NA,NA,3.7,NA,Male,C. Fonseca,MPEG-HYM11132890
634,Euglossa,Glossura,orellana,MPEG,Brasil,no,Pará,Curionópolis,3,ix,2014,Serra Leste,NA,3.5,NA,Male,B.D.G.Fontanela,MPEG03031888
635,Euglossa,Glossura,orellana,MPEG,Brasil,no,Pará,Belém,13,xii,1977,NA,NA,3.5,NA,Male,W.França,MPEG-HYM1113317
636,Euglossa,Glossura,piliventris,UFMG,Brasil,no,Pará,Marabá,7,viii,2010,NA,NA,4.3,4.3,Male,H.S.Costa,22729-66354
637,Euglossa,Glossura,piliventris,UFMG,Brasil,no,Pará,Marabá,7,viii,2010,NA,NA,4.2,NA,Male,H.S.Costa,2275-66347
638,Euglossa,Glossura,piliventris,UFMG,Brasil,no,Pará,Marabá,2,viii,2010,NA,NA,4.4,NA,Male,A.L.Nascimento,22390-65806
639,Euglossa,Glossura,piliventris,UFMG,Brasil,no,Pará,Marabá,5,viii,2010,NA,NA,4.3,NA,Male,G.S.Pinto,22737-66363
640,Euglossa,Glossura,piliventris,UFMG,Brasil,no,Pará,Marabá,2,viii,2010,NA,NA,4.2,NA,Male,A.L.Nascimento,22388-65804
641,Euglossa,Glossurella,crassipunctata,MPEG,Brasil,yes,Pará,Melgaço,26,xi,2006,Caxiuanã,NA,2.8,2.8,Male,Medeiros HF,MPEG-HYM 1132853
642,Euglossa,Glossurella,crassipunctata,UFMG,Brasil,yes,Pará,Oriximiná,1,v,2012,NA,NA,2.9,NA,Male,R.B. Martines,UFMG-IHY 1216305
643,Euglossa,Glossurella,crassipunctata,UFMG,Brasil,yes,Pará,Canaã dos Carajás,30,i,2010,NA,NA,2.7,NA,Male,R.B. Martines,UFMG-IHY 1303687
644,Euglossa,Glossurella,crassipunctata,UFMG,Brasil,yes,Pará,Canaã dos Carajás,30,i,2010,NA,NA,2.7,NA,Male,R.B. Martines,UFMG-IHY 1303694
645,Euglossa,Glossurella,crassipunctata,UFMG,Brasil,yes,Pará,Parauapebas,2,ii,2010,Serra Norte,NA,2.8,NA,Male,F.A. Silveira,304393
646,Euglossa,Glossurella,prasina,MPEG,Brasil,yes,Pará,Curionópolis,3,ix,2014,Serra Leste,NA,3.1,3,Male,B.D.G.Fontanela,MPEG03031887
647,Euglossa,Glossurella,prasina,UFMG,Brasil,yes,Pará,Oriximiná,31,iii,2011,NA,NA,3,NA,Male,R.B.Martines,68224
648,Euglossa,Glossurella,prasina,UFMG,Brasil,yes,Pará,Oriximiná,25,x,2012,NA,NA,3,NA,Male,R.B.Martines,1216534
649,Euglossa,Glossurella,prasina,UFMG,Brasil,yes,Pará,Água Azul do Norte,4,iv,2015,NA,NA,3,NA,Male,R.B.Martines & A.Cordeiro,1516347
650,Euglossa,Glossurella,prasina,UFMG,Brasil,yes,Pará,Água Azul do Norte,1,iv,2015,NA,NA,2.9,NA,Male,R.B.Martines & A.Cordeiro,1516129
651,Euglossa,Glossurella,stellfeldi,UFMG,Brasil,yes,Minas Gerais,Nova Lima,14,xi,2004,Parque Estadual da Serra do Rola Moça,NA,3.6,3.6,Male,N.G. Fonseca,11367-33817
652,Euglossa,Glossurella,stellfeldi,UFMG,Brasil,yes,Minas Gerais,Belo Horizonte,23,iii,2004,parque das mangabeiras,NA,3.6,NA,Male,L.N.Santos,11932-35418
653,Euglossa,Glossurella,stellfeldi,UFMG,Brasil,yes,Minas Gerais,Belo Horizonte,23,iii,2004,parque das mangabeiras,NA,3.7,NA,Male,L.N.Santos,11928-35408
654,Euglossa,Glossurella,stellfeldi,UFMG,Brasil,yes,Minas Gerais,Catas altas,23,xi,1999,Serra do Caraça,NA,3.6,NA,Male,A.G. Damasceno,5899-16327
655,Euglossa,Glossurella,stellfeldi,UFMG,Brasil,yes,Minas Gerais,Catas altas,23,xi,1999,Serra do Caraça,NA,3.5,NA,Male,A.G. Damasceno,5900-16328
656,Euglossa,Glossuropoda,intersecta,MPEG,Brasil,no,Pará,Curionópolis,7,ix,2014,Serra Leste,NA,4.8,4.7,Male,B.D.G.Fontanela,MPEG03031876
657,Euglossa,Glossuropoda,intersecta,MPEG,Brasil,no,Pará,Curionópolis,7,ix,2014,Serra Leste,NA,4.8,NA,Male,B.D.G.Fontanela,MPEG03031877
658,Euglossa,Glossuropoda,intersecta,MPEG,Brasil,no,Pará,Parauapebas,29,x,1984,Serra Norte,NA,4.9,NA,Male,M. F. Torres,MPEG-HYM11002685
659,Euglossa,Glossuropoda,intersecta,MPEG,Brasil,no,Pará,Parauapebas,1,ii,1985,Serra Norte,NA,4.4,NA,Male,Marcio Zanuto,MPEG-HYM11002686
660,Euglossa,Glossuropoda,intersecta,MPEG,Brasil,no,Pará,Parauapebas,21,x,1984,Serra Norte,NA,4.8,NA,Male,NA,MPEG-HYM11002687
661,Euglossa,Glossuropoda,juremae,MPEG,Brasil,no,Pará,Canaã dos Carajás,4,vii,2017,Serra Bocaina,NA,3.4,3.4,Male,UM Maia,NA
662,Euglossa,Glossuropoda,juremae,MPEG,Brasil,no,Pará,Canaã dos Carajás,4,vii,2017,Serra Bocaina,NA,3.4,NA,Male,UM Maia,NA
663,Euglossa,Glossuropoda,juremae,MPEG,Brasil,no,Pará,Canaã dos Carajás,4,vii,2017,Serra Bocaina,NA,3.5,NA,Male,UM Maia,NA
